assembly_accession,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,"relation_to_type_material
",filepath
GCF_003367905.1,GCF_003367905.1,PRJNA224116,SAMN09213727,,representative genome,2144175,2144175,Megasphaera stantonii,strain=AJH120,,latest,Complete Genome,Major,Full,2018/08/09,ASM336790v1,USDA ARS,GCA_003367905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/905/GCF_003367905.1_ASM336790v1,,"assembly from type material
",GCF_003367905.1_ASM336790v1_genomic.gbff
GCF_003390455.1,GCF_003390455.1,PRJNA224116,SAMN09760371,,na,729,729,Haemophilus parainfluenzae,strain=M27794,,latest,Complete Genome,Major,Full,2018/08/15,ASM339045v1,Centers for Disease Control and Prevention,GCA_003390455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/390/455/GCF_003390455.1_ASM339045v1,,"
",GCF_003390455.1_ASM339045v1_genomic.gbff
GCF_003391095.1,GCF_003391095.1,PRJNA224116,SAMN09768134,,representative genome,100225,100225,Austwickia chelonae,strain=LK16-18,,latest,Complete Genome,Major,Full,2018/08/14,ASM339109v1,Guangdong Institute of Applied Biological Resources,GCA_003391095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/095/GCF_003391095.1_ASM339109v1,,"
",GCF_003391095.1_ASM339109v1_genomic.gbff
GCF_003391335.1,GCF_003391335.1,PRJNA224116,SAMN08744566,,na,472834,472834,Candidatus Purcelliella pentastirinorum,strain=OLIH,,latest,Complete Genome,Major,Full,2018/08/15,ASM339133v1,"University of California, Merced",GCA_003391335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/335/GCF_003391335.1_ASM339133v1,,"
",GCF_003391335.1_ASM339133v1_genomic.gbff
GCF_003403075.1,GCF_003403075.1,PRJNA224116,SAMN09772347,,na,2294119,2294119,Flavobacterium sp. CJ74,strain=CJ74,,latest,Complete Genome,Major,Full,2018/08/19,ASM340307v1,Chung-Ang University,GCA_003403075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/075/GCF_003403075.1_ASM340307v1,,"
",GCF_003403075.1_ASM340307v1_genomic.gbff
GCF_003403095.1,GCF_003403095.1,PRJNA224116,SAMN09789051,,representative genome,1891279,1891279,Thalassospira indica,strain=PB8BT (=MCCC 1A01103T=LMG 29620T),,latest,Complete Genome,Major,Full,2018/08/19,ASM340309v1,"The Third Institute of Oceanography, Key Laboratory of Marine Biogenetic Resources",GCA_003403095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/095/GCF_003403095.1_ASM340309v1,,"assembly from type material
",GCF_003403095.1_ASM340309v1_genomic.gbff
GCF_003403315.2,GCF_003403315.2,PRJNA224116,SAMN09780794,,na,2293838,2293838,Thermaerobacter sp. PB12/4term,strain=PB12/4term,,latest,Complete Genome,Major,Full,2020/02/12,ASM340331v2,ICBFM SB RAS,GCA_003403315.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/315/GCF_003403315.2_ASM340331v2,,"
",GCF_003403315.2_ASM340331v2_genomic.gbff
GCF_003410415.1,GCF_003410415.1,PRJNA224116,SAMN09638240,,representative genome,421767,421767,Peribacillus butanolivorans,strain=PHB-7a,,latest,Complete Genome,Major,Full,2018/08/15,ASM341041v1,Shanghai Jiao Tong University,GCA_003410415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/410/415/GCF_003410415.1_ASM341041v1,,"
",GCF_003410415.1_ASM341041v1_genomic.gbff
GCF_003428335.1,GCF_003428335.1,PRJNA224116,SAMN09840077,,na,2303331,2303331,Solimonas sp. K1W22B-7,strain=K1W22B-7,,latest,Complete Genome,Major,Full,2018/08/26,ASM342833v1,Chinese Academy of Sciences,GCA_003428335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/428/335/GCF_003428335.1_ASM342833v1,,"
",GCF_003428335.1_ASM342833v1_genomic.gbff
GCF_003428925.1,GCF_003428925.1,PRJNA224116,SAMN09842183,,representative genome,188770,188770,Streptomyces koyangensis,strain=VK-A60T,,latest,Complete Genome,Major,Full,2018/08/27,ASM342892v1,Hunan university of science and technology,GCA_003428925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/428/925/GCF_003428925.1_ASM342892v1,,"assembly from type material
",GCF_003428925.1_ASM342892v1_genomic.gbff
GCF_003433515.1,GCF_003433515.1,PRJNA224116,SAMN06853988,,representative genome,454601,454601,Maritalea myrionectae,strain=HL2708#5,,latest,Complete Genome,Major,Full,2018/04/10,ASM343351v1,Cotde-PKNU-Marine-Bio-Convergence,GCA_003433515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/515/GCF_003433515.1_ASM343351v1,,"
",GCF_003433515.1_ASM343351v1_genomic.gbff
GCF_003444775.1,GCF_003444775.1,PRJNA224116,SAMN06314862,,representative genome,317577,317577,Deinococcus ficus,strain=CC-FR2-10,,latest,Complete Genome,Major,Full,2017/07/27,ASM344477v1,National Health Research Institutes,GCA_003444775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/444/775/GCF_003444775.1_ASM344477v1,,"assembly from type material
",GCF_003444775.1_ASM344477v1_genomic.gbff
GCF_003454795.1,GCF_003454795.1,PRJNA224116,SAMN08741636,,na,1016987,1016987,Novosphingobium sp. THN1,strain=THN1,,latest,Complete Genome,Major,Full,2018/09/05,ASM345479v1,"Institute of Hydrobiology, Chinese Academy of Sciences",GCA_003454795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/454/795/GCF_003454795.1_ASM345479v1,,"
",GCF_003454795.1_ASM345479v1_genomic.gbff
GCF_003485445.1,GCF_003485445.1,PRJNA224116,SAMN07482636,,representative genome,55211,55211,Erwinia persicina,strain=B64,,latest,Complete Genome,Major,Full,2018/09/06,ASM348544v1,"National Institute of Agricultural Sciences, RDA",GCA_003485445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/485/445/GCF_003485445.1_ASM348544v1,,"
",GCF_003485445.1_ASM348544v1_genomic.gbff
GCF_003515045.1,GCF_003515045.1,PRJNA224116,SAMN09781058,,na,28129,28129,Prevotella denticola,strain=KCOM 1525,,latest,Complete Genome,Major,Full,2018/09/09,ASM351504v1,Korean Collection for Oral Microbiology,GCA_003515045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/045/GCF_003515045.1_ASM351504v1,,"
",GCF_003515045.1_ASM351504v1_genomic.gbff
GCF_003522965.1,GCF_003522965.1,PRJNA224116,SAMN09629875,,representative genome,1303590,1303590,Lactobacillus bombi,strain=BI-2.5,,latest,Complete Genome,Major,Full,2018/09/10,ASM352296v1,University of Texas at Austin,GCA_003522965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/522/965/GCF_003522965.1_ASM352296v1,,"
",GCF_003522965.1_ASM352296v1_genomic.gbff
GCF_003544875.1,GCF_003544875.1,PRJNA224116,SAMN09917449,,representative genome,1074311,1074311,Vibrio alfacsensis,strain=CAIM 1831,,latest,Complete Genome,Major,Full,2018/09/11,ASM354487v1,"CIAD, A.C.",GCA_003544875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/544/875/GCF_003544875.1_ASM354487v1,,"assembly from type material
",GCF_003544875.1_ASM354487v1_genomic.gbff
GCF_003555545.1,GCF_003555545.1,PRJNA224116,SAMN09981721,,representative genome,2315862,2315862,Paraflavitalea soli,strain=5GH32-13,,latest,Complete Genome,Major,Full,2018/09/13,ASM355554v1,National Institute of Agricultural Sciences,GCA_003555545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/555/545/GCF_003555545.1_ASM355554v1,,"assembly from type material
",GCF_003555545.1_ASM355554v1_genomic.gbff
GCF_003568845.1,GCF_003568845.1,PRJNA224116,SAMN09405541,,representative genome,2220096,2220096,Indioceanicola profundi,strain=SCSIO 08040,,latest,Complete Genome,Major,Full,2018/09/13,ASM356884v1,"South China Sea Institute of Oceanology, Chinese Academy of Sciences",GCA_003568845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/845/GCF_003568845.1_ASM356884v1,,"assembly from type material
",GCF_003568845.1_ASM356884v1_genomic.gbff
GCF_003569745.1,GCF_003569745.1,PRJNA224116,SAMD00108308,,na,2060312,2060312,Altererythrobacter sp. B11,strain=B11,,latest,Complete Genome,Major,Full,2018/02/16,ASM356974v1,Japan Agency for Marine-Earth Science and Technology,GCA_003569745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/569/745/GCF_003569745.1_ASM356974v1,,"
",GCF_003569745.1_ASM356974v1_genomic.gbff
GCF_003571725.1,GCF_003571725.1,PRJNA224116,SAMN09989479,,representative genome,1292,1292,Staphylococcus warneri,strain=22.1,,latest,Complete Genome,Major,Full,2018/09/16,ASM357172v1,"Institute of Microbiology, Belarus National Academy of Sciences",GCA_003571725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/571/725/GCF_003571725.1_ASM357172v1,,"
",GCF_003571725.1_ASM357172v1_genomic.gbff
GCF_003573465.1,GCF_003573465.1,PRJNA224116,SAMN10032142,,na,34038,34038,Rahnella aquatilis,strain=ZF7,,latest,Complete Genome,Major,Full,2018/09/18,ASM357346v1,Chinese Academy of Agricultural Sciences,GCA_003573465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/573/465/GCF_003573465.1_ASM357346v1,,"
",GCF_003573465.1_ASM357346v1_genomic.gbff
GCF_003573975.1,GCF_003573975.1,PRJNA224116,SAMD00113750,,na,2109688,2109688,Clostridiales bacterium CCNA10,strain=CCNA10,,latest,Complete Genome,Major,Full,2018/06/02,ASM357397v1,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",GCA_003573975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/573/975/GCF_003573975.1_ASM357397v1,,"
",GCF_003573975.1_ASM357397v1_genomic.gbff
GCF_003574175.1,GCF_003574175.1,PRJNA224116,SAMD00066477,,na,35554,35554,Geobacter sulfurreducens,strain=YM18,,latest,Complete Genome,Major,Full,2018/04/04,ASM357417v1,"Department of Biochemistry and Applied Biosciences, Faculty of Agriculture, University of Miyazaki",GCA_003574175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/175/GCF_003574175.1_ASM357417v1,,"
",GCF_003574175.1_ASM357417v1_genomic.gbff
GCF_003574965.1,GCF_003574965.1,PRJNA224116,SAMN10031373,,representative genome,2319843,2319843,Hymenobacter oligotrophus,strain=sh-6,,latest,Complete Genome,Major,Full,2018/09/19,ASM357496v1,College of Life Science,GCA_003574965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/574/965/GCF_003574965.1_ASM357496v1,,"assembly from type material
",GCF_003574965.1_ASM357496v1_genomic.gbff
GCF_003575005.1,GCF_003575005.1,PRJNA224116,SAMN10053199,,na,628,628,Xenorhabdus nematophila,strain=YL001,,latest,Complete Genome,Major,Full,2018/09/19,ASM357500v1,Northwest A&F University,GCA_003575005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/575/005/GCF_003575005.1_ASM357500v1,,"
",GCF_003575005.1_ASM357500v1_genomic.gbff
GCF_003576455.2,GCF_003576455.2,PRJNA224116,SAMN09915996,,na,2305508,2305508,Mucilaginibacter sp. HYN0043,strain=HYN0043,,latest,Complete Genome,Major,Full,2018/10/17,ASM357645v2,Korea University,GCA_003576455.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/576/455/GCF_003576455.2_ASM357645v2,,"
",GCF_003576455.2_ASM357645v2_genomic.gbff
GCF_003584565.2,GCF_003584565.2,PRJNA224116,SAMN09630237,,na,2267264,2267264,Alteromonas sp. RKMC-009,strain=RKMC-009,,latest,Complete Genome,Major,Full,2019/04/16,ASM358456v3,University of Prince Edward Island,GCA_003584565.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/565/GCF_003584565.2_ASM358456v3,,"
",GCF_003584565.2_ASM358456v3_genomic.gbff
GCF_003584645.1,GCF_003584645.1,PRJNA224116,SAMD00066775,,representative genome,1432792,1432792,Methylocaldum marinum,strain=S8,,latest,Complete Genome,Major,Full,2017/09/08,ASM358464v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCA_003584645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/645/GCF_003584645.1_ASM358464v1,,"assembly from type material
",GCF_003584645.1_ASM358464v1_genomic.gbff
GCF_003584665.1,GCF_003584665.1,PRJNA224116,SAMD00113752,,na,2109690,2109690,Lachnospiraceae bacterium Choco86,strain=Choco86,,latest,Complete Genome,Major,Full,2018/06/02,ASM358466v1,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",GCA_003584665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/584/665/GCF_003584665.1_ASM358466v1,,"
",GCF_003584665.1_ASM358466v1_genomic.gbff
GCF_003585765.1,GCF_003585765.1,PRJNA224116,SAMN06924458,,representative genome,323450,323450,Pontibacter actiniarum,strain=DSM 19842,,latest,Complete Genome,Major,Full,2017/05/19,ASM358576v1,Lawrence Berkeley National Laboratory,GCA_003585765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/585/765/GCF_003585765.1_ASM358576v1,,"assembly from type material
",GCF_003585765.1_ASM358576v1_genomic.gbff
GCF_003589885.1,GCF_003589885.1,PRJNA224116,SAMN10022831,,representative genome,1411117,1411117,Actinomadura amylolytica,strain=YIM 77502,,latest,Complete Genome,Major,Full,2018/09/24,ASM358988v1,Sun Yat-Sen University,GCA_003589885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/885/GCF_003589885.1_ASM358988v1,,"assembly from type material
",GCF_003589885.1_ASM358988v1_genomic.gbff
GCF_003589925.1,GCF_003589925.1,PRJNA224116,SAMN10059839,,representative genome,2321403,2321403,Chryseolinea soli,strain=KIS68-18,,latest,Complete Genome,Major,Full,2018/09/24,ASM358992v1,National Institute of Agricultural Sciences,GCA_003589925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/925/GCF_003589925.1_ASM358992v1,,"assembly from type material
",GCF_003589925.1_ASM358992v1_genomic.gbff
GCF_003595195.1,GCF_003595195.1,PRJNA224116,SAMN10055685,,na,2320858,2320858,Paenisporosarcina sp. K2R23-3,strain=K2R23-3,,latest,Complete Genome,Major,Full,2018/09/25,ASM359519v1,Chinese Academy of Sciences,GCA_003595195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/595/195/GCF_003595195.1_ASM359519v1,,"
",GCF_003595195.1_ASM359519v1_genomic.gbff
GCF_003595235.1,GCF_003595235.1,PRJNA224116,SAMN09725998,,representative genome,67304,67304,Streptomyces griseorubiginosus,strain=3E-1,,latest,Complete Genome,Major,Full,2018/09/25,ASM359523v1,Chungnam National University,GCA_003595235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/595/235/GCF_003595235.1_ASM359523v1,,"
",GCF_003595235.1_ASM359523v1_genomic.gbff
GCF_003600625.1,GCF_003600625.1,PRJNA224116,SAMN10095285,,na,2341117,2341117,Arachidicoccus sp. KIS59-12,strain=KIS59-12,,latest,Complete Genome,Major,Full,2018/09/27,ASM360062v1,National Institute of Agricultural Sciences,GCA_003600625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/600/625/GCF_003600625.1_ASM360062v1,,"
",GCF_003600625.1_ASM360062v1_genomic.gbff
GCF_003609995.1,GCF_003609995.1,PRJNA224116,SAMD00129657,,representative genome,2494234,2494234,Sutterella megalosphaeroides,strain=6FBBBH3,,latest,Complete Genome,Major,Full,2018/07/13,ASM360999v1,"Microbe Division/ Japan Collection of Microorganisms, RIKEN BioResource Research Center",GCA_003609995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/995/GCF_003609995.1_ASM360999v1,,"assembly from type material
",GCF_003609995.1_ASM360999v1_genomic.gbff
GCF_003612895.1,GCF_003612895.1,PRJNA224116,SAMN08644148,,na,2109558,2109558,Halobacteriovorax sp. BALOs_7,strain=BALOs_7,,latest,Complete Genome,Major,Full,2018/10/04,ASM361289v1,Huaqiao University,GCA_003612895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/895/GCF_003612895.1_ASM361289v1,,"
",GCF_003612895.1_ASM361289v1_genomic.gbff
GCF_003627055.1,GCF_003627055.1,PRJNA224116,SAMN10141029,,na,2419771,2419771,Gryllotalpicola sp. 2DFW10M-5,strain=2DFW10M-5,,latest,Complete Genome,Major,Full,2018/10/07,ASM362705v1,National Institute of Agricultural Sciences,GCA_003627055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/055/GCF_003627055.1_ASM362705v1,,"
",GCF_003627055.1_ASM362705v1_genomic.gbff
GCF_003627815.1,GCF_003627815.1,PRJNA224116,SAMN09716593,,representative genome,1077946,1077946,Streptomyces hundungensis,strain=BH38,,latest,Complete Genome,Major,Full,2018/10/09,ASM362781v1,Chungnam National University,GCA_003627815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/815/GCF_003627815.1_ASM362781v1,,"
",GCF_003627815.1_ASM362781v1_genomic.gbff
GCF_003628555.1,GCF_003628555.1,PRJNA224116,SAMN07184457,,na,356837,356837,Azoarcus sp. DN11,strain=DN11,,latest,Complete Genome,Major,Full,2018/10/11,ASM362855v1,The University of Tokyo,GCA_003628555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/628/555/GCF_003628555.1_ASM362855v1,,"
",GCF_003628555.1_ASM362855v1_genomic.gbff
GCF_003628755.1,GCF_003628755.1,PRJNA224116,SAMN06329641,,representative genome,626937,626937,Christensenella minuta,strain=DSM 22607,,latest,Complete Genome,Major,Full,2018/10/11,ASM362875v1,South China University of Technology,GCA_003628755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/628/755/GCF_003628755.1_ASM362875v1,,"assembly from type material
",GCF_003628755.1_ASM362875v1_genomic.gbff
GCF_003640545.1,GCF_003640545.1,PRJNA224116,SAMN08111979,,na,135727,135727,Candidatus Phytoplasma ziziphi,,Jwb-nky,latest,Complete Genome,Major,Full,2018/10/12,ASM364054v1,Shandong Academy of Agricultural Sciences,GCA_003640545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/545/GCF_003640545.1_ASM364054v1,,"
",GCF_003640545.1_ASM364054v1_genomic.gbff
GCF_003641205.1,GCF_003641205.1,PRJNA224116,SAMN10180271,,na,1302308,1302308,Rhodococcus sp. P1Y,strain=P1Y,,latest,Complete Genome,Major,Full,2018/10/15,ASM364120v1,Kazan Institute of Biochemistry and Biophysics RAS,GCA_003641205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/641/205/GCF_003641205.1_ASM364120v1,,"
",GCF_003641205.1_ASM364120v1_genomic.gbff
GCF_003641225.1,GCF_003641225.1,PRJNA224116,SAMN10174870,,na,37734,37734,Enterococcus casseliflavus,strain=EC-369,,latest,Complete Genome,Major,Full,2018/10/15,ASM364122v1,wenzhou medical university,GCA_003641225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/641/225/GCF_003641225.1_ASM364122v1,,"
",GCF_003641225.1_ASM364122v1_genomic.gbff
GCF_003668775.1,GCF_003668775.1,PRJNA224116,SAMN10216109,,na,2448483,2448483,Serratia sp. 3ACOL1,,3ACOL1,latest,Complete Genome,Major,Full,2018/10/22,ASM366877v1,Norwegian University of Life Sciences,GCA_003668775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/775/GCF_003668775.1_ASM366877v1,,"
",GCF_003668775.1_ASM366877v1_genomic.gbff
GCF_003668995.1,GCF_003668995.1,PRJNA224116,SAMN10228537,,na,2478552,2478552,Flavobacterium sp. 140616W15,,140616W15,latest,Complete Genome,Major,Full,2018/10/22,ASM366899v1,Norwegian University of Life Sciences,GCA_003668995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/995/GCF_003668995.1_ASM366899v1,,"
",GCF_003668995.1_ASM366899v1_genomic.gbff
GCF_003687485.1,GCF_003687485.1,PRJNA224116,SAMN09915277,,representative genome,1761453,1761453,Euzebyella marina,strain=RN62,,latest,Complete Genome,Major,Full,2018/10/24,ASM368748v1,Ocean University of China,GCA_003687485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/485/GCF_003687485.1_ASM368748v1,,"
",GCF_003687485.1_ASM368748v1_genomic.gbff
GCF_003710085.1,GCF_003710085.1,PRJNA224116,SAMN10290708,,na,2483798,2483798,Nocardioides sp. 603,strain=603,,latest,Complete Genome,Major,Full,2018/11/03,ASM371008v1,Chinese Center for Disease Control and Prevention,GCA_003710085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/710/085/GCF_003710085.1_ASM371008v1,,"
",GCF_003710085.1_ASM371008v1_genomic.gbff
GCF_003711105.1,GCF_003711105.1,PRJNA224116,SAMN07567289,,representative genome,457423,1867,Actinoplanes teichomyceticus ATCC 31121,strain=ATCC 31121,,latest,Complete Genome,Major,Full,2018/11/05,ASM371110v1,Bielefeld University,GCA_003711105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/711/105/GCF_003711105.1_ASM371110v1,,"assembly from type material
",GCF_003711105.1_ASM371110v1_genomic.gbff
GCF_003718735.1,GCF_003718735.1,PRJNA224116,SAMN07634888,,na,2044912,2044912,Staphylococcus sp. SDB 2975,strain=SDB 2975,,latest,Complete Genome,Major,Full,2018/11/08,ASM371873v1,University of Calgary,GCA_003718735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/718/735/GCF_003718735.1_ASM371873v1,,"
",GCF_003718735.1_ASM371873v1_genomic.gbff
GCF_003719195.1,GCF_003719195.1,PRJNA224116,SAMN03251813,,na,80842,80842,Herbaspirillum rubrisubalbicans,strain=DSM 11543,,latest,Complete Genome,Major,Full,2018/11/07,ASM371919v1,Zhejiang University,GCA_003719195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/719/195/GCF_003719195.1_ASM371919v1,,"assembly from type material
",GCF_003719195.1_ASM371919v1_genomic.gbff
GCF_003795125.1,GCF_003795125.1,PRJNA224116,SAMN08714450,,representative genome,526944,526944,Tetragenococcus osmophilus,strain=JCM 31126,,latest,Complete Genome,Major,Full,2018/11/19,ASM379512v1,Chung-Ang University,GCA_003795125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/795/125/GCF_003795125.1_ASM379512v1,,"
",GCF_003795125.1_ASM379512v1_genomic.gbff
GCF_003813965.1,GCF_003813965.1,PRJNA224116,SAMN08448940,,representative genome,1862358,1862358,Corynebacterium choanis,strain=200CH,,latest,Complete Genome,Major,Full,2018/11/22,ASM381396v1,Bielefeld University,GCA_003813965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/965/GCF_003813965.1_ASM381396v1,,"assembly from type material
",GCF_003813965.1_ASM381396v1_genomic.gbff
